manufacturer,film_name,film_key,product_code,source_kind,source_doc,source_product_name,notes
"3M Fasara","Illumina Silky-W SH2SSIM-W","3M FASARA|ILLUMINA SILKY-W SH2SSIM-W","SH2SSIM-W","official_catalog","3M Glass Finishes 2020-2021 Catalog","Illumina Silky-W",""
"3M Fasara","Illumina-g SH2FGIM-G","3M FASARA|ILLUMINA-G SH2FGIM-G","SH2FGIM-G","official_catalog","3M Glass Finishes 2020-2021 Catalog","Illumina-g",""
"3M Fasara","Illumina-PR SH2FGIM-PR","3M FASARA|ILLUMINA-PR SH2FGIM-PR","SH2FGIM-PR","official_catalog","3M Glass Finishes 2020-2021 Catalog","Illumina-PR",""
"3M Fasara","Kanon SH2FGKN","3M FASARA|KANON SH2FGKN","SH2FGKN","official_catalog","3M Glass Finishes 2020-2021 Catalog","Kanon",""
"3M Fasara","Lattice SH2FGLT","3M FASARA|LATTICE SH2FGLT","SH2FGLT","official_catalog","3M Glass Finishes 2020-2021 Catalog","Lattice",""
"3M Fasara","Lausanne SH2EMLA","3M FASARA|LAUSANNE SH2EMLA","SH2EMLA","official_catalog","3M Glass Finishes 2020-2021 Catalog","Lausanne",""
"3M Fasara","Leise SH2FGLS","3M FASARA|LEISE SH2FGLS","SH2FGLS","official_catalog","3M Glass Finishes 2020-2021 Catalog","Leise",""
"3M Fasara","Linen Crystal SH2LNCR","3M FASARA|LINEN CRYSTAL SH2LNCR","SH2LNCR","official_catalog","3M Glass Finishes 2020-2021 Catalog","Linen Crystal",""
"3M Fasara","Linen SH2FGLN","3M FASARA|LINEN SH2FGLN","SH2FGLN","official_catalog","3M Glass Finishes 2020-2021 Catalog","Linen",""
"3M Fasara","Lontano SH2FGLO","3M FASARA|LONTANO SH2FGLO","SH2FGLO","official_catalog","3M Glass Finishes 2020-2021 Catalog","Lontano",""
"3M Fasara","Luce SH2FGLU","3M FASARA|LUCE SH2FGLU","SH2FGLU","official_catalog","3M Glass Finishes 2020-2021 Catalog","Luce",""
"3M Fasara","Luna 6 SH2PCL6","3M FASARA|LUNA 6 SH2PCL6","SH2PCL6","official_catalog","3M Glass Finishes 2020-2021 Catalog","Luna 6",""
"3M Fasara","Luna 9 SH2PCL9","3M FASARA|LUNA 9 SH2PCL9","SH2PCL9","official_catalog","3M Glass Finishes 2020-2021 Catalog","Luna 9",""
"3M Fasara","Mare SH2FGMR","3M FASARA|MARE SH2FGMR","SH2FGMR","official_catalog","3M Glass Finishes 2020-2021 Catalog","Mare",""
"3M Fasara","Matte Crystal 2 SH2MACRX2","3M FASARA|MATTE CRYSTAL 2 SH2MACRX2","SH2MACRX2","official_catalog","3M Glass Finishes 2020-2021 Catalog","Matte Crystal 2",""
"3M Fasara","Matte Crystal SH2MACR-I","3M FASARA|MATTE CRYSTAL SH2MACR-I","SH2MACR-I","official_catalog","3M Glass Finishes 2020-2021 Catalog","Matte Crystal-i",""
"3M Fasara","Milano Milky White SH2MAML","3M FASARA|MILANO MILKY WHITE SH2MAML","SH2MAML","official_catalog","3M Glass Finishes 2020-2021 Catalog","Milky White","House-style name keeps Milano family label."
"3M Fasara","Milky Crystal SH2MLCRX","3M FASARA|MILKY CRYSTAL SH2MLCRX","SH2MLCRX","official_catalog","3M Glass Finishes 2020-2021 Catalog","Milky Crystal",""
"3M Fasara","Mist-PR SH2FGMI-PR","3M FASARA|MIST-PR SH2FGMI-PR","SH2FGMI-PR","official_catalog","3M Glass Finishes 2020-2021 Catalog","Mist-PR",""
"3M Fasara","Mist-S SH2FGMI-S","3M FASARA|MIST-S SH2FGMI-S","SH2FGMI-S","official_catalog","3M Glass Finishes 2020-2021 Catalog","Mist-S",""
"3M Fasara","Mist-W SH2FGMI-W","3M FASARA|MIST-W SH2FGMI-W","SH2FGMI-W","official_catalog","3M Glass Finishes 2020-2021 Catalog","Mist-W",""
"3M Fasara","Opaque Black SH2BKOP","3M FASARA|OPAQUE BLACK SH2BKOP","SH2BKOP","official_catalog","3M Glass Finishes 2020-2021 Catalog","Opaque Black",""
"3M Fasara","Opaque White SH2MAOW","3M FASARA|OPAQUE WHITE SH2MAOW","SH2MAOW","official_catalog","3M Glass Finishes 2020-2021 Catalog","Opaque White",""
"3M Fasara","Oslo SH2EMOS","3M FASARA|OSLO SH2EMOS","SH2EMOS","official_catalog","3M Glass Finishes 2020-2021 Catalog","Oslo",""
"3M Fasara","Oval SH2FGOV","3M FASARA|OVAL SH2FGOV","SH2FGOV","official_catalog","3M Glass Finishes 2020-2021 Catalog","Oval",""
"3M Fasara","Paracell SH2FGPR","3M FASARA|PARACELL SH2FGPR","SH2FGPR","official_catalog","3M Glass Finishes 2020-2021 Catalog","Paracell",""
"3M Fasara","Pixela SH2FGPX","3M FASARA|PIXELA SH2FGPX","SH2FGPX","official_catalog","3M Glass Finishes 2020-2021 Catalog","Pixela",""
"3M Fasara","Pop-S SH2FGPP-S","3M FASARA|POP-S SH2FGPP-S","SH2FGPP-S","official_catalog","3M Glass Finishes 2020-2021 Catalog","Pop-S",""
"3M Fasara","Pop-W SH2FGPP-W","3M FASARA|POP-W SH2FGPP-W","SH2FGPP-W","official_catalog","3M Glass Finishes 2020-2021 Catalog","Pop-W",""
"3M Fasara","Pyrgos SH2PTPG","3M FASARA|PYRGOS SH2PTPG","SH2PTPG","official_catalog","3M Glass Finishes 2020-2021 Catalog","Pyrgos",""
"3M Fasara","Reflect RE1SIAR","3M FASARA|REFLECT RE1SIAR","RE1SIAR","official_catalog","3M Glass Finishes 2020-2021 Catalog","Reflect",""
"3M Fasara","Rikyu SH2PTRK","3M FASARA|RIKYU SH2PTRK","SH2PTRK","official_catalog","3M Glass Finishes 2020-2021 Catalog","Rikyu",""
"3M Fasara","Sabrina SH2FGSB","3M FASARA|SABRINA SH2FGSB","SH2FGSB","official_catalog","3M Glass Finishes 2020-2021 Catalog","Sabrina",""
"3M Fasara","Safari SH2PTSR","3M FASARA|SAFARI SH2PTSR","SH2PTSR","official_catalog","3M Glass Finishes 2020-2021 Catalog","Safari",""
"3M Fasara","Safu SH2PTSF","3M FASARA|SAFU SH2PTSF","SH2PTSF","official_catalog","3M Glass Finishes 2020-2021 Catalog","Safu",""
"3M Fasara","Sagano SH2PTSA2","3M FASARA|SAGANO SH2PTSA2","SH2PTSA2","official_catalog","3M Glass Finishes 2020-2021 Catalog","Sagano",""
"3M Fasara","San Marino Milky Milky Blue Gray SH2MAMMB","3M FASARA|SAN MARINO MILKY MILKY BLUE GRAY SH2MAMMB","SH2MAMMB","official_catalog","3M Glass Finishes 2020-2021 Catalog","Milky Milky Blue Gray","House-style name keeps San Marino family label."
"3M Fasara","San Marino Milky Milky Dark Gray SH2MAMMD","3M FASARA|SAN MARINO MILKY MILKY DARK GRAY SH2MAMMD","SH2MAMMD","official_catalog","3M Glass Finishes 2020-2021 Catalog","Milky Milky Dark Gray","House-style name keeps San Marino family label."
"3M Fasara","San Marino Milky Milky Light Gray SH2MAMML","3M FASARA|SAN MARINO MILKY MILKY LIGHT GRAY SH2MAMML","SH2MAMML","official_catalog","3M Glass Finishes 2020-2021 Catalog","Milky Milky Light Gray","House-style name keeps San Marino family label."
