org_id,manufacturer,film_name,film_key,source_count,source_manufacturer,source_film_name,has_film_signal
ecf4f1c5-f153-4072-b814-18a41c52fcdc,3M Solar,M209 3M PR60,3M SOLAR|M209 3M PR60,1,3M Solar,M209 3M PR60,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,3M Solar,M3369 3M NV 15,3M SOLAR|M3369 3M NV 15,1,3M Solar,M3369 3M NV 15,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,3M Solar,NV 15 F168325129,3M SOLAR|NV 15 F168325129,1,3M Solar,3M NV 15 F168325129,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,3M Solar,PR 20 Exterior,3M SOLAR|PR 20 EXTERIOR,1,3M Solar,3M PR 20 Exterior,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,3M Solar,"PR 50 60"" F2963235","3M SOLAR|PR 50 60"" F2963235",1,3M Solar,"3M PR 50 60"" F2963235",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,3M Solar,"PR 50 72"" Transfered To MS","3M SOLAR|PR 50 72"" TRANSFERED TO MS",1,3M Solar,"3M PR 50 72"" Transfered to MS",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,3M Solar,"PR 70 72"" B223557 - 3M PR 70 72"" B225324055 05324055 0","3M SOLAR|PR 70 72"" B223557 - 3M PR 70 72"" B225324055 05324055 0",1,3M Solar,"3M PR 70 72"" B223557 - 3M PR 70 72"" B225324055 05324055 0",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,3M Solar,S40 Clear,3M SOLAR|S40 CLEAR,1,3M Solar,3M S40 Clear,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Avery Dennison,XTRM Skylite SX20,AVERY DENNISON|XTRM SKYLITE SX20,1,Avery Dennison,XTRM SkyLite SX20,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Llumar,V28 SR CDF,LLUMAR|V28 SR CDF,1,Llumar,V28 SR CDF,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Llumar,V51,LLUMAR|V51,1,Llumar,V51,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Llumar,White NRMW PS,LLUMAR|WHITE NRMW PS,1,Llumar,White NRMW PS,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,3M 7 MIL Ext SH7CLARXL,SECURITY|3M 7 MIL EXT SH7CLARXL,1,Security,3M 7 MIL Ext SH7CLARXL,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,3M S20 Silver,SECURITY|3M S20 SILVER,1,Security,3M S20 Silver,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,3M S40 Ext,SECURITY|3M S40 EXT,1,Security,3M S40 ext,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,3M S80 (sh8sclarl),SECURITY|3M S80 (SH8SCLARL),1,Security,3M S80 (SH8SCLARL),true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,3M Safety S40 4 MIL,SECURITY|3M SAFETY S40 4 MIL,1,Security,3M Safety S40 4 MIL,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,3M Safety S80,SECURITY|3M SAFETY S80,1,Security,3M Safety S80,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,3M SH4 CLARXL Exterior 4 MIL,SECURITY|3M SH4 CLARXL EXTERIOR 4 MIL,1,Security,3M SH4 CLARXL Exterior 4 MIL,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,"3M SH7 Ext 72""- B","SECURITY|3M SH7 EXT 72""- B",1,Security,"3M SH7 Ext 72""- B",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,3M SH7 Interior,SECURITY|3M SH7 INTERIOR,1,Security,3M SH7 Interior,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,Silver S20 8 Mil,SECURITY|SILVER S20 8 MIL,1,Security,Silver S20 8 Mil,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Security,Ultra S15,SECURITY|ULTRA S15,1,Security,Ultra S15,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,DR Slate 10,SOLAR GARD|DR SLATE 10,1,Solar Gard,DR Slate 10,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,DR TRUEVUE 05,SOLAR GARD|DR TRUEVUE 05,1,Solar Gard,SG DR TRUEVUE 05,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,Panaroma Slate 30,SOLAR GARD|PANAROMA SLATE 30,1,Solar Gard,Panaroma Slate 30,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,Sentinel Plus SX50 EXT,SOLAR GARD|SENTINEL PLUS SX50 EXT,1,Solar Gard,SG Sentinel Plus SX50 EXT,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,"SLATE 40 36"" MISSING","SOLAR GARD|SLATE 40 36"" MISSING",1,Solar Gard,"SG SLATE 40 36"" MISSING",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,"Slate 40 72"" (box 1 Of 2)","SOLAR GARD|SLATE 40 72"" (BOX 1 OF 2)",1,Solar Gard,"SG Slate 40 72"" (Box 1 of 2)",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,Solar Gard Truevue 15,SOLAR GARD|SOLAR GARD TRUEVUE 15,1,Solar Gard,Solar Gard Truevue 15,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,Truevue 30 PS HC,SOLAR GARD|TRUEVUE 30 PS HC,1,Solar Gard,Truevue 30 PS HC,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solar Gard,"Truevue 40 48"" (re-rolled A Partial To 15')","SOLAR GARD|TRUEVUE 40 48"" (RE-ROLLED A PARTIAL TO 15')",1,Solar Gard,"SG Truevue 40 48"" (re-rolled a partial to 15')",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,4003 Solyx SXWF-BO Blackout,SOLYX|4003 SOLYX SXWF-BO BLACKOUT,1,Solyx,4003 Solyx SXWF-BO blackout,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Antique Clear SX6020,SOLYX|ANTIQUE CLEAR SX6020,1,Solyx,Solyx Antique Clear SX6020,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Antique Slvr. Mirr. Opaque First Surfc. SX6040,SOLYX|ANTIQUE SLVR. MIRR. OPAQUE FIRST SURFC. SX6040,1,Solyx,Solyx Antique Slvr. Mirr. Opaque First Surfc. SX6040,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Big City Lights SX1523,SOLYX|BIG CITY LIGHTS SX1523,1,Solyx,Solyx Big City Lights SX1523,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Bird Safety Film Dot (sx-bsfd),SOLYX|BIRD SAFETY FILM DOT (SX-BSFD),1,Solyx,Solyx Bird Safety Film Dot (SX-BSFD),true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,BRUSHED METAL SXS-M300,SOLYX|BRUSHED METAL SXS-M300,1,Solyx,BRUSHED METAL SXS-M300,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,CLEAR BRUSH SXHE-02,SOLYX|CLEAR BRUSH SXHE-02,1,Solyx,CLEAR BRUSH SXHE-02,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Cool Grey SX4500,SOLYX|COOL GREY SX4500,1,Solyx,Solyx Cool Grey SX4500,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Cracked Ice SX-SC540,SOLYX|CRACKED ICE SX-SC540,1,Solyx,Cracked Ice SX-SC540,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Dove Stained Glass SXEG-1025,SOLYX|DOVE STAINED GLASS SXEG-1025,1,Solyx,Dove Stained Glass SXEG-1025,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Dual Motion Gradient SXJ-0585,SOLYX|DUAL MOTION GRADIENT SXJ-0585,1,Solyx,Dual Motion Gradient SXJ-0585,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Etched Dual Dot Gradient SXJ0583,SOLYX|ETCHED DUAL DOT GRADIENT SXJ0583,1,Solyx,SOLYX Etched Dual Dot Gradient SXJ0583,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Frosted Jacks SXW08,SOLYX|FROSTED JACKS SXW08,1,Solyx,Solyx Frosted Jacks SXW08,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Frosted Sparkle SX324,SOLYX|FROSTED SPARKLE SX324,1,Solyx,Solyx Frosted Sparkle SX324,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Frosted Stripes SXC3510,SOLYX|FROSTED STRIPES SXC3510,1,Solyx,Solyx Frosted Stripes SXC3510,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Frosted Summer SX1545,SOLYX|FROSTED SUMMER SX1545,1,Solyx,Solyx Frosted Summer SX1545,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,GLOSS BLACK VINYL SXV-9-1003,SOLYX|GLOSS BLACK VINYL SXV-9-1003,1,Solyx,GLOSS BLACK VINYL SXV-9-1003,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Gotham SX3148,SOLYX|GOTHAM SX3148,1,Solyx,SOLYX Gotham SX3148,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Light Etch SXGF0197,SOLYX|LIGHT ETCH SXGF0197,1,Solyx,Solyx Light Etch SXGF0197,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,LINEN SX-C387,SOLYX|LINEN SX-C387,1,Solyx,SOLYX LINEN SX-C387,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,MAGNETIC White Dry Erase For Glass SX2097,SOLYX|MAGNETIC WHITE DRY ERASE FOR GLASS SX2097,1,Solyx,SOLYX MAGNETIC White Dry Erase for Glass SX2097,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Matte Dual Fine Dots Grad. SXJ0581,SOLYX|MATTE DUAL FINE DOTS GRAD. SXJ0581,1,Solyx,Solyx Matte Dual Fine Dots Grad. SXJ0581,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Matte Linen SX5031,SOLYX|MATTE LINEN SX5031,1,Solyx,Solyx Matte Linen SX5031,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Olive/gold Dusted Leaf SX3145,SOLYX|OLIVE/GOLD DUSTED LEAF SX3145,1,Solyx,Solyx Olive/Gold Dusted Leaf SX3145,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,One Way Perf SX1940,SOLYX|ONE WAY PERF SX1940,1,Solyx,SOLYX one way perf SX1940,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Organic Cotton SX3146,SOLYX|ORGANIC COTTON SX3146,1,Solyx,Solyx Organic Cotton SX3146,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Organic Strie SX-5015,SOLYX|ORGANIC STRIE SX-5015,1,Solyx,Organic Strie SX-5015,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Pin Point SXC333,SOLYX|PIN POINT SXC333,1,Solyx,Solyx Pin Point SXC333,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Rhombus SX1730,SOLYX|RHOMBUS SX1730,1,Solyx,Solyx Rhombus SX1730,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Ribbed Glass Clear SX-9050,SOLYX|RIBBED GLASS CLEAR SX-9050,1,Solyx,Solyx Ribbed Glass Clear SX-9050,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Sambe SX5037,SOLYX|SAMBE SX5037,1,Solyx,Solyx Sambe SX5037,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Sand Blast Dark Gray SXB-73,SOLYX|SAND BLAST DARK GRAY SXB-73,1,Solyx,Solyx Sand Blast Dark Gray SXB-73,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,"Sand Blast Squares 1-1/8"" SX1700","SOLYX|SAND BLAST SQUARES 1-1/8"" SX1700",1,Solyx,"Solyx Sand Blast Squares 1-1/8"" SX1700",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Satin Silver Opaque SXWFSM,SOLYX|SATIN SILVER OPAQUE SXWFSM,1,Solyx,Solyx Satin Silver Opaque SXWFSM,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Semi Transparent Clear Frost SX1325,SOLYX|SEMI TRANSPARENT CLEAR FROST SX1325,1,Solyx,Solyx Semi Transparent Clear Frost SX1325,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Silver Etch Stripe SX-2002,SOLYX|SILVER ETCH STRIPE SX-2002,1,Solyx,Solyx Silver Etch Stripe SX-2002,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Snow White Light Diffuser SXF-0600,SOLYX|SNOW WHITE LIGHT DIFFUSER SXF-0600,1,Solyx,Snow White Light Diffuser SXF-0600,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL Dark Gray Sandblast SXB-73,SOLYX|SOL DARK GRAY SANDBLAST SXB-73,1,Solyx,SOL Dark Gray Sandblast SXB-73,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL DUSTED WATERS (sx-3147),SOLYX|SOL DUSTED WATERS (SX-3147),1,Solyx,SOL DUSTED WATERS (SX-3147),true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL SILVER Ultracool-s3560,SOLYX|SOL SILVER ULTRACOOL-S3560,1,Solyx,SOL SILVER UltraCool-S3560,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL Steel Blue SXO-096,SOLYX|SOL STEEL BLUE SXO-096,1,Solyx,SOL Steel Blue SXO-096,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL SX-1259 WAVY GLASS FILM,SOLYX|SOL SX-1259 WAVY GLASS FILM,1,Solyx,SOL SX-1259 WAVY GLASS FILM,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL SX-1305 BRONZE FROST,SOLYX|SOL SX-1305 BRONZE FROST,1,Solyx,SOL SX-1305 BRONZE FROST,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL SXC-131 FROSTED SHORT STRIPE MINI BLIND-VERTICAL,SOLYX|SOL SXC-131 FROSTED SHORT STRIPE MINI BLIND-VERTICAL,1,Solyx,SOL SXC-131 FROSTED SHORT STRIPE MINI BLIND-VERTICAL,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL SXWF-BO,SOLYX|SOL SXWF-BO,1,Solyx,SOL SXWF-BO,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SOL SXWF-WB White/black Opaque,SOLYX|SOL SXWF-WB WHITE/BLACK OPAQUE,1,Solyx,SOL SXWF-WB White/Black Opaque,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Static Cling Blackout Sand SXSC-318,SOLYX|STATIC CLING BLACKOUT SAND SXSC-318,1,Solyx,Solyx Static Cling Blackout Sand SXSC-318,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Static Cling Mosaic Squares SX-SC513,SOLYX|STATIC CLING MOSAIC SQUARES SX-SC513,1,Solyx,Solyx Static Cling Mosaic Squares SX-SC513,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX 1,SOLYX|SX 1,1,Solyx,Solyx SX 1,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX-052,SOLYX|SX-052,1,Solyx,Solyx SX-052,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX-1461 CUT GLASS BAMBOO,SOLYX|SX-1461 CUT GLASS BAMBOO,1,Solyx,SX-1461 CUT GLASS BAMBOO,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX-1516,SOLYX|SX-1516,1,Solyx,Solyx SX-1516,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX-5038,SOLYX|SX-5038,1,Solyx,Solyx SX-5038,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX-C373 Acid Etch Stripes,SOLYX|SX-C373 ACID ETCH STRIPES,1,Solyx,SOLYX SX-C373 Acid Etch Stripes,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX-C384 ETCHED STRIPES,SOLYX|SX-C384 ETCHED STRIPES,1,Solyx,SX-C384 ETCHED STRIPES,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX-SC 684-48 Pyramid,SOLYX|SX-SC 684-48 PYRAMID,1,Solyx,SX-SC 684-48 Pyramid,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,"SX-SC555 Titanium Sand 35.5""","SOLYX|SX-SC555 TITANIUM SAND 35.5""",1,Solyx,"SOLYX SX-SC555 Titanium Sand 35.5""",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SX073 Dark Grey,SOLYX|SX073 DARK GREY,1,Solyx,Solyx SX073 Dark Grey,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXJ-0547 FEATHER GRADIENT,SOLYX|SXJ-0547 FEATHER GRADIENT,1,Solyx,SOLYX SXJ-0547 FEATHER GRADIENT,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXO-025 Brimestome Yellow,SOLYX|SXO-025 BRIMESTOME YELLOW,1,Solyx,Solyx SXO-025 Brimestome Yellow,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXO-031 (red),SOLYX|SXO-031 (RED),1,Solyx,SXO-031 (RED),true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXO-034 Orange,SOLYX|SXO-034 ORANGE,1,Solyx,Solyx SXO-034 Orange,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXO-047 Orange/red,SOLYX|SXO-047 ORANGE/RED,1,Solyx,SXO-047 ORANGE/RED,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXO-056 Ice Blue,SOLYX|SXO-056 ICE BLUE,1,Solyx,Solyx SXO-056 Ice Blue,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXO-068 Grass Green,SOLYX|SXO-068 GRASS GREEN,1,Solyx,Solyx SXO-068 Grass Green,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXP-020UV Amber,SOLYX|SXP-020UV AMBER,1,Solyx,Solyx SXP-020UV Amber,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXP-039 Raspberry Red,SOLYX|SXP-039 RASPBERRY RED,1,Solyx,Solyx SXP-039 Raspberry Red,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Sxwf_wm White Matt,SOLYX|SXWF_WM WHITE MATT,1,Solyx,Solyx SXWF_WM White Matt,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Sxwf_wmax,SOLYX|SXWF_WMAX,1,Solyx,SXWF_WMAX,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXWF-WB 60 White/black OPAQUE,SOLYX|SXWF-WB 60 WHITE/BLACK OPAQUE,1,Solyx,SXWF-WB 60 WHITE/BLACK OPAQUE,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,SXWF-WM WHITE MATTE MAX,SOLYX|SXWF-WM WHITE MATTE MAX,1,Solyx,SOLYX SXWF-WM WHITE MATTE MAX,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,"SXWF-WMAX WHITE MATTE MAX 60"" 1 Of 2","SOLYX|SXWF-WMAX WHITE MATTE MAX 60"" 1 OF 2",1,Solyx,"SXWF-WMAX WHITE MATTE MAX 60"" 1 of 2",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,T2 Clear Fine Brush SXL,SOLYX|T2 CLEAR FINE BRUSH SXL,1,Solyx,T2 Clear Fine Brush SXL,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,"Traffic Blue 48"" SXO-","SOLYX|TRAFFIC BLUE 48"" SXO-",1,Solyx,"Traffic Blue 48"" SXO-",true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Transparent White Leaf SX-3142,SOLYX|TRANSPARENT WHITE LEAF SX-3142,1,Solyx,Solyx Transparent White Leaf SX-3142,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Transparent White Matte SXWFTWM,SOLYX|TRANSPARENT WHITE MATTE SXWFTWM,1,Solyx,Solyx Transparent White Matte SXWFTWM,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Ultracool-s1560 Silver 15,SOLYX|ULTRACOOL-S1560 SILVER 15,1,Solyx,SOLYX Ultracool-S1560 Silver 15,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,Violet SXO-040,SOLYX|VIOLET SXO-040,1,Solyx,Solyx Violet SXO-040,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,White Dry Erase For Glass SX2029,SOLYX|WHITE DRY ERASE FOR GLASS SX2029,1,Solyx,SOLYX White Dry Erase for Glass SX2029,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,White Matte Max Translucent ( Sxwfwmax),SOLYX|WHITE MATTE MAX TRANSLUCENT ( SXWFWMAX),1,Solyx,Solyx White Matte Max Translucent ( SXWFWMAX),true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,WHITE RICE PAPER SXG-0,SOLYX|WHITE RICE PAPER SXG-0,1,Solyx,WHITE RICE PAPER SXG-0,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Solyx,WHITE RICE PAPER SXG-001,SOLYX|WHITE RICE PAPER SXG-001,1,Solyx,WHITE RICE PAPER SXG-001,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Vinyl,PR 70,VINYL|PR 70,1,Vinyl,PR 70,true
ecf4f1c5-f153-4072-b814-18a41c52fcdc,Vinyl,"S80 60"" (1of 2)","VINYL|S80 60"" (1OF 2)",1,Vinyl,"S80 60"" (1of 2)",true
