"row_number","description","lot","box_id","id_token","width","raw_zeroed_date","original_known_date","inferred_zeroed_date","date_resolution_method"
"1428","6456 - Madico Safetyshield 1500 60""","2.507930014E9","IL-6456","6456","60","","","2026-01-14","back_fill_from_next"
"1429","6758 - 3M PR 70 EXT 36""","F157325122","IL-6758","6758","36","","","2026-01-14","back_fill_from_next"
"1430","6759 - Madico 12 Mil Frost Matte 60""","2.523230256E9","IL-6759","6759","60","","","2026-01-14","back_fill_from_next"
"1431","6704 - Casper Cloaking PF001-801 48""","91825002-3A","IL-6704","6704","48","","","2026-01-14","back_fill_from_next"
"1432","6760 - SG Slate 10 48""","5.439647014E9","IL-6760","6760","48","","","2026-01-14","back_fill_from_next"
"1433","6217 - 3M PR 50 72""","E026324692","IL-6217","6217","72","","","2026-01-14","back_fill_from_next"
"1434","6634 - Solyx Geometric SX3150 60""","","IL-6634","6634","60","","","2026-01-14","back_fill_from_next"
"1435","5688 - 3M NV 25 48""","D201324572","IL-5688","5688","48","","","2026-01-14","back_fill_from_next"
"1436","5689 - 3M NV 25 60""","D257324607","IL-5689","5689","60","","","2026-01-14","back_fill_from_next"
"1437","6763 - Solyx Silver/Grey One Way SXSG09 60""","","IL-6763","6763","60","","","2026-01-14","back_fill_from_next"
"1438","6623 - 3M PR 70 48""","F157325122","IL-6623","6623","48","","","2026-01-14","back_fill_from_next"
"1439","5816 - Madico Safetyshield 800 48""","2.334230126E9","IL-5816","5816","48","","","2026-01-14","back_fill_from_next"
"1440","6551 - Madico Safetyshield 800 36""","2.512630407E9","IL-6551","6551","36","","","2026-01-14","back_fill_from_next"
"1441","6182 - Madico Safetyshield 1500 60""","2.416630293E9","IL-6182","6182","60","","","2026-01-14","back_fill_from_next"
"1442","6479 - Madico Safetyshield 1500 60""","2.510730071E9","IL-6479","6479","60","","","2026-01-14","back_fill_from_next"
"1443","6830 - Solyx Total Light Blockout White 60""","","IL-6830","6830","60","","","2026-01-14","back_fill_from_next"
"1444","6831 - Solyx Total Light Blockout White 60""","","IL-6831","6831","60","","","2026-01-14","back_fill_from_next"
"1445","6832 - Solyx Total Light Blockout White 60""","","IL-6832","6832","60","","","2026-01-14","back_fill_from_next"
"1446","6833 - Solyx Total Light Blockout White 60""","","IL-6833","6833","60","","","2026-01-14","back_fill_from_next"
"1447","6834 - Solyx Total Light Blockout White 60""","","IL-6834","6834","60","","","2026-01-14","back_fill_from_next"
"1448","6835 - Solyx Total Light Blockout White 60""","","IL-6835","6835","60","","","2026-01-14","back_fill_from_next"
"1449","6836 - Solyx Total Light Blockout White 60""","","IL-6836","6836","60","","","2026-01-14","back_fill_from_next"
"1450","6837 - Solyx Total Light Blockout White 60""","","IL-6837","6837","60","","","2026-01-14","back_fill_from_next"
"1451","6696 - SG Truevue 05 60""","5.439181033E9","IL-6696","6696","60","","","2026-01-14","back_fill_from_next"
"1452","6154 - 3M Ultra S800 72""","E074324731","IL-6154","6154","72","","","2026-01-14","back_fill_from_next"
"1453","3640 - SX-3131 Eco Dusted 60""","","IL-3640","3640","60","","","2026-01-14","back_fill_from_next"
"1454","6409 - 3M Fasara Glace SH2MAGL 50""","107530818A","IL-6409","6409","50","","","2026-01-14","back_fill_from_next"
"1455","5450 - Solyx Blackout SXWFBO 36""","","IL-5450","5450","36","","","2026-01-14","back_fill_from_next"
"1456","6796 - 3M NV 15 72""","F293325231","IL-6796","6796","72","","","2026-01-14","back_fill_from_next"
"1457","6193 - 3M Black Blockout Matte 3635-22B 48""","D19232456","IL-6193","6193","48","","","2026-01-14","back_fill_from_next"
"1458","6752 - 3M Ultra S800 60""","","IL-6752","6752","60","","","2026-01-14","back_fill_from_next"
"1459","6261 - 3M Ultra S800 72""","E114324767","IL-6261","6261","72","","","2026-01-14","back_fill_from_next"
"1460","6366 - 3M Black Blockout Matte 3635-22B 48""","L2417103","IL-6366","6366","48","","","2026-01-14","back_fill_from_next"
"1461","6801 - 3M Black Blockout Matte 3635-22B 48""","L2525801","IL-6801","6801","48","","","2026-01-14","back_fill_from_next"
"1462","6742 - 3M PR 50 36""","F137325107","IL-6742","6742","36","","","2026-01-14","back_fill_from_next"
"1463","6787 - Casper Cloaking PF001-801 60""","100625002-21A","IL-6787","6787","60","","","2026-01-14","back_fill_from_next"
"1464","6791 - Solyx Blackout SXWFBO 24""","","IL-6791","6791","24","","","2026-01-14","back_fill_from_next"
"1465","6789 - Solyx Organic Cotton SX3146 59""","","IL-6789","6789","59","","","2026-01-14","back_fill_from_next"
"1466","6744 - 3M NV 25 36""","E345324977","IL-6744","6744","36","","","2026-01-14","back_fill_from_next"
"1467","6484 - 3M Ultra S800 36""","E073314730","IL-6484","6484","36","","","2026-01-14","back_fill_from_next"
"1468","6598 - SG Truevue 05 36""","5.438811036E9","IL-6598","6598","36","","","2026-01-14","back_fill_from_next"
"1469","6695 - SG Truevue 05 36""","5.439179027E9","IL-6695","6695","36","","","2026-01-14","back_fill_from_next"
"1470","6779 - SG Truevue 15 48""","5.440007085E9","IL-6779","6779","48","","","2026-01-14","back_fill_from_next"
"1471","5782 - 3M NV 25 48""","D201324572","IL-5782","5782","48","","","2026-01-14","back_fill_from_next"
"1472","6712 - Solyx Geometric SX3150 60""","","IL-6712","6712","60","","","2026-01-14","back_fill_from_next"
"1473","3171 - Panaroma Slate 20 72""","5.40950601E9","IL-3171","3171","72","","","2026-01-14","back_fill_from_next"
"1474","6355 - SG Slate 10 72""","5.435033026E9","IL-6355","6355","72","","","2026-01-14","back_fill_from_next"
"1475","6325 - SG Slate 10 36""","5.433821011E9","IL-6325","6325","36","","","2026-01-14","back_fill_from_next"
"1476","6536 - Llumar RN07 48""","475B076P01","IL-6536","6536","48","","","2026-01-14","back_fill_from_next"
"1477","6707 - Llumar Frost NRM PS2 60""","475J024","IL-6707","6707","60","","","2026-01-14","back_fill_from_next"
"1478","6589 - 3M Ultra S800 60""","F113325083","IL-6589","6589","60","","","2026-01-14","back_fill_from_next"
"1479","6590 - 3M Ultra S800 60""","F113325083","IL-6590","6590","60","","","2026-01-14","back_fill_from_next"
"1480","6821 - 3M Dusted Crystal 48""","G2531504","IL-6821","6821","48","","","2026-01-14","back_fill_from_next"
"1481","6822 - 3M Dusted Crystal 48""","G2531504","IL-6822","6822","48","","","2026-01-14","back_fill_from_next"
"1482","6205 - 3M PR 20 EXT 60""","E219324879","IL-6205","6205","60","","","2026-01-14","back_fill_from_next"
"1483","6677 - 3M PR 20 EXT 60""","F211325161","IL-6677","6677","60","","","2026-01-14","back_fill_from_next"
"1484","6798 - 3M P-18 48""","5439373.0","IL-6798","6798","48","","","2026-01-14","back_fill_from_next"
"1485","6375 - Llumar Frost NRM PS2 60""","464M055","IL-6375","6375","60","","","2026-01-14","back_fill_from_next"
"1486","3815 - 3M PR 20 60""","","IL-3815","3815","60","","","2026-01-14","back_fill_from_next"
"1487","5170 - 3M Ultra S800 60""","","IL-5170","5170","60","","","2026-01-14","back_fill_from_next"
"1488","5211 - Madico Safetyshield 1500 60""","","IL-5211","5211","60","","","2026-01-14","back_fill_from_next"
"1489","5082 - Avery Safety Matte 12 Mil R32311C 60""","","IL-5082","5082","60","","","2026-01-14","back_fill_from_next"
"1490","5953 - SG Sentinel Plus DX5 EXT 72""","","IL-5953","5953","72","","","2026-01-14","back_fill_from_next"
"1491","6032 - 3M PR 50 36""","","IL-6032","6032","36","","","2026-01-14","back_fill_from_next"
"1492","6743 - 3M PR 50 72"" Transfered to MS","F247325199","IL-6743","6743","72","","","2026-01-14","back_fill_from_next"
"1493","6399 - 3M Fasara Dusted Crystal 7725-314 60""","G2431803","IL-6399","6399","60","46036.0","2026-01-14","2026-01-14","original_known"
"1494","6844 - SOLYX Etched Dual Dot Gradient SXJ0583 60""","","IL-6844","6844","60","46041.0","2026-01-19","2026-01-19","original_known"
"1495","6490 - 3M Fasara Milano Milky White SH2MAML 60""","107745250A","IL-6490","6490","60","46041.0","2026-01-19","2026-01-19","original_known"
"1496","6420 - Madico Safetyshield 1500 60""","2.507930149E9","IL-6420","6420","60","46042.0","2026-01-20","2026-01-20","original_known"
"1497","5209 - 3M Fasara Frost Milano Milky White SH2MAML 60""","1.05558515E8","IL-5209","5209","60","46044.0","2026-01-22","2026-01-22","original_known"
"1498","5004 - 3M Fasara Frost Milano Milky White SH2MAML 60""","","IL-5004","5004","60","46044.0","2026-01-22","2026-01-22","original_known"
"1499","5119 - 3M Fasara Frost Milano Milky White SH2MAML 50""","","IL-5119","5119","50","","","2026-01-23","interpolated_between_known"
"1500","5251 - 3M Fasara Frost Milano Milky White SH2MAML 60""","","IL-5251","5251","60","","","2026-01-24","interpolated_between_known"
"1501","5252 - 3M Fasara Frost Milano Milky White SH2MAML 60""","","IL-5252","5252","60","","","2026-01-25","interpolated_between_known"
"1502","5254 - 3M Fasara Frost Milano Milky White SH2MAML 60""","","IL-5254","5254","60","","","2026-01-26","interpolated_between_known"
"1503","5153 - 3M Fasara Frost Milano Milky White SH2MAML 50""","","IL-5153","5153","50","","","2026-01-27","interpolated_between_known"
"1504","6093 - 3M Fasara Milano Milky White SH2MAML 60""","","IL-6093","6093","60","","","2026-01-28","interpolated_between_known"
"1505","6233 - 3M Fasara Milano Milky White SH2MAML 60""","","IL-6233","6233","60","","","2026-01-28","interpolated_between_known"
"1506","6855 - SOLYX Frosted Stripes SXC-1418 60""","","IL-6855","6855","60","","","2026-01-29","interpolated_between_known"
"1507","6856 - SOLYX Frosted Stripes SXC-1418 60""","","IL-6856","6856","60","","","2026-01-30","interpolated_between_known"
"1508","6857 - SOLYX Frosted Stripes SXC-1418 60""","","IL-6857","6857","60","","","2026-01-31","interpolated_between_known"
"1509","6858 - SOLYX White Dusted Matte SXJ-0550 60""","","IL-6858","6858","60","","","2026-02-01","interpolated_between_known"
"1510","5999 - Solyx Whiteout SXWFWO 72""","","IL-5999","5999","72","46055.0","2026-02-02","2026-02-02","original_known"
"1511","6736 - 3M S140 SH14CLARL 60""","54395+40","IL-6736","6736","60","46055.0","2026-02-02","2026-02-02","original_known"
"1512","6290 - 3M S140 SH14CLARL 60""","232L","IL-6290","6290","60","46055.0","2026-02-02","2026-02-02","original_known"
"1513","6288 - 3M S140 SH14CLARL 60""","242B","IL-6288","6288","60","46055.0","2026-02-02","2026-02-02","original_known"
"1514","6737 - 3M S140 SH14CLARL 60""","54395+40","IL-6737","6737","60","46057.0","2026-02-04","2026-02-04","original_known"
"1515","6477 - SG Slate 40 60""","5.433222042E9","IL-6477","6477","60","46057.0","2026-02-04","2026-02-04","original_known"
"1516","3513 - SG Slate 20 48""","5.405480062E9","IL-3513","3513","48","46057.0","2026-02-04","2026-02-04","original_known"
"1517","6397 - Solyx Total Light Blockout White SXF-5050 60""","","IL-6397","6397","60","46057.0","2026-02-04","2026-02-04","original_known"
"1518","6232 - 3M Fasara Milano Milky White SH2MAML 60""","1.07140859E8","IL-6232","6232","60","46057.0","2026-02-04","2026-02-04","original_known"
"1519","3955 - 3M Silver P-18 P18ARL 60""","","IL-3955","3955","60","46058.0","2026-02-05","2026-02-05","original_known"
"1520","6338 - Madico Safetyshield 800 48""","2.432330299E9","IL-6338","6338","48","46063.0","2026-02-10","2026-02-10","original_known"
"1521","5709 - Madico Safetyshield 800 72""","2.327230019E9","IL-5709","5709","72","46063.0","2026-02-10","2026-02-10","original_known"
"1522","6775 - SG Slate 20 48""","5.438923016E9","IL-6775","6775","48","46063.0","2026-02-10","2026-02-10","original_known"
"1523","6776 - Llumar Frost NRM PS2 72""","485M028","IL-6776","6776","72","46079.0","2026-02-26","2026-02-26","original_known"
"1524","6705 - Llumar Frost NRM PS2 48""","455H047","IL-6705","6705","48","46079.0","2026-02-26","2026-02-26","original_known"
"1525","6792 - 3M S140 SH14CLARL 60""","5439546.0","IL-6792","6792","60","46079.0","2026-02-26","2026-02-26","original_known"
"1526","6530 - 3M S2400 72""","1.480001374E9","IL-6530","6530","72","46079.0","2026-02-26","2026-02-26","original_known"
