"BoxID","Manufacturer","FilmName","WidthIn","InitialFeet","FeetAvailable","LotRun","Status","OrderDate","ReceivedDate","InitialWeightLbs","LastRollWeightLbs","LastWeighedDate","FilmKey","CoreType","CoreWeightLbs","LfWeightLbsPerFt","PurchaseCost","Notes","HasEverBeenCheckedOut","LastCheckoutJob","LastCheckoutDate","ZeroedDate","ZeroedReason","ZeroedBy"
"IL-6042","Solyx","Solyx Fine Crystal Frost SX-1309","60","25","25","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FINE CRYSTAL FROST SX-1309","","","","","SourceSheet=Solyx; SourceRow=75; RawDescription=6042 - Solyx Fine Crystal Frost SX-1309 60""","false","","","","",""
"IL-6050","Solyx","Solyx Sand Blast Squares 1-1/8"" SX1700","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SAND BLAST SQUARES 1-1/8"" SX1700","","","","","SourceSheet=Solyx; SourceRow=76; RawDescription=6050 - Solyx Sand Blast Squares 1-1/8"" SX1700 60""","false","","","","",""
"IL-6072","Solyx","Solyx White Dusted Matte SXJ-0550","60","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE DUSTED MATTE SXJ-0550","","","","","SourceSheet=Solyx; SourceRow=77; RawDescription=6072 - Solyx White Dusted Matte SXJ-0550 60""","false","","","","",""
"IL-6096","Solyx","Solyx Fine Brushed SXL1017","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FINE BRUSHED SXL1017","","","","","SourceSheet=Solyx; SourceRow=78; RawDescription=6096 - Solyx Fine Brushed SXL1017 60""","false","","","","",""
"IL-6130","Solyx","Solyx Whiteout SXWFWO","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITEOUT SXWFWO","","","","","SourceSheet=Solyx; SourceRow=79; RawDescription=6130 - Solyx Whiteout SXWFWO 60""","false","","","","",""
"IL-6139","Solyx","Solyx Fine Crystal Frost SX-1309","60","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FINE CRYSTAL FROST SX-1309","","","","","SourceSheet=Solyx; SourceRow=80; RawDescription=6139 - Solyx Fine Crystal Frost SX-1309 60""","false","","","","",""
"IL-6142","Solyx","Solyx Matte Dual Fine Dots Grad. SXJ0581","60","44","44","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX MATTE DUAL FINE DOTS GRAD. SXJ0581","","","","","SourceSheet=Solyx; SourceRow=81; RawDescription=6142 - Solyx Matte Dual Fine Dots Grad. SXJ0581 60""","false","","","","",""
"IL-6167","Solyx","Solyx Fine Brushed SXL1017","60","15","15","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FINE BRUSHED SXL1017","","","","","SourceSheet=Solyx; SourceRow=82; RawDescription=6167 - Solyx Fine Brushed SXL1017 60""","false","","","","",""
"IL-6178","Solyx","Solyx Dusted Crystal SX3140","48","13","13","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DUSTED CRYSTAL SX3140","","","","","SourceSheet=Solyx; SourceRow=83; RawDescription=6178 - Solyx Dusted Crystal SX3140 48""","false","","","","",""
"IL-6272","Solyx","Xpel Intelligence 65 XVAS65","58","10","10","1.09447576E8","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|XPEL INTELLIGENCE 65 XVAS65","","","","","SourceSheet=Solyx; SourceRow=84; RawDescription=6272 - Xpel Intelligence 65 XVAS65 58""","false","","","","",""
"IL-6280","Solyx","Solyx Dusted Crystal SX3140","60","30","30","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DUSTED CRYSTAL SX3140","","","","","SourceSheet=Solyx; SourceRow=85; RawDescription=6280 - Solyx Dusted Crystal SX3140 60""","false","","","","",""
"IL-6318","Solyx","Solyx White Sand Matte SX-1409","60","25","25","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE SAND MATTE SX-1409","","","","","SourceSheet=Solyx; SourceRow=86; RawDescription=6318 - Solyx White Sand Matte SX-1409 60""","false","","","","",""
"IL-6347","Solyx","Solyx Static Cling Rain Glass SXSC544","48","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX STATIC CLING RAIN GLASS SXSC544","","","","","SourceSheet=Solyx; SourceRow=87; RawDescription=6347 - Solyx Static Cling Rain Glass SXSC544 48""","false","","","","",""
"IL-6352","Solyx","Solyx Clear Waters SX-9000","24","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX CLEAR WATERS SX-9000","","","","","SourceSheet=Solyx; SourceRow=88; RawDescription=6352 - Solyx Clear Waters SX-9000 24""","false","","","","",""
"IL-6364","Solyx","Solyx Static Cling Rain Glass SXSC544","48","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX STATIC CLING RAIN GLASS SXSC544","","","","","SourceSheet=Solyx; SourceRow=89; RawDescription=6364 - Solyx Static Cling Rain Glass SXSC544 48""","false","","","","",""
"IL-6371","Solyx","Solyx Whiteout SXWFWO","72","8","8","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITEOUT SXWFWO","","","","","SourceSheet=Solyx; SourceRow=90; RawDescription=6371 - Solyx Whiteout SXWFWO 72""","false","","","","",""
"IL-6388","Solyx","Solyx Organic Etched Stripes SXC380","48","34","34","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ORGANIC ETCHED STRIPES SXC380","","","","","SourceSheet=Solyx; SourceRow=91; RawDescription=6388 - Solyx Organic Etched Stripes SXC380 48""","false","","","","",""
"IL-6380","Solyx","Solyx Acid Etch SX3-314","60","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ACID ETCH SX3-314","","","","","SourceSheet=Solyx; SourceRow=92; RawDescription=6380 - Solyx Acid Etch SX3-314 60""","false","","","","",""
"IL-6387","Solyx","Solyx Clear Sandblast SX-1002","48","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX CLEAR SANDBLAST SX-1002","","","","","SourceSheet=Solyx; SourceRow=93; RawDescription=6387 - Solyx Clear Sandblast SX-1002 48""","false","","","","",""
"IL-6416","Solyx","Solyx White Matte SXWFWM","72","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE SXWFWM","","","","","SourceSheet=Solyx; SourceRow=94; RawDescription=6416 - Solyx White Matte SXWFWM 72""","false","","","","",""
"IL-6419","Solyx","Solyx UltraGlare Dark Shade G006","60","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ULTRAGLARE DARK SHADE G006","","","","","SourceSheet=Solyx; SourceRow=95; RawDescription=6419 - Solyx UltraGlare Dark Shade G006 60""","false","","","","",""
"IL-6426","Solyx","Solyx Static Cling Blackout Sand SXSC-318","36","8","8","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX STATIC CLING BLACKOUT SAND SXSC-318","","","","","SourceSheet=Solyx; SourceRow=96; RawDescription=6426 - Solyx Static Cling Blackout Sand SXSC-318 36""","false","","","","",""
"IL-6438","Solyx","Solyx White Matte Max 5Mil ULTRASAFE-WMAX","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE MAX 5MIL ULTRASAFE-WMAX","","","","","SourceSheet=Solyx; SourceRow=97; RawDescription=6438 - Solyx White Matte Max 5Mil ULTRASAFE-WMAX 60""","false","","","","",""
"IL-6443","Solyx","Solyx White Matte SXWFWM","48","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE SXWFWM","","","","","SourceSheet=Solyx; SourceRow=98; RawDescription=6443 - Solyx White Matte SXWFWM 48""","false","","","","",""
"IL-6457","Solyx","Solyx Rain Glass SX1544","48","7","7","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX RAIN GLASS SX1544","","","","","SourceSheet=Solyx; SourceRow=99; RawDescription=6457 - Solyx Rain Glass SX1544 48""","false","","","","",""
"IL-6458","Solyx","Solyx Rain Glass SX1544","48","15","15","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX RAIN GLASS SX1544","","","","","SourceSheet=Solyx; SourceRow=100; RawDescription=6458 - Solyx Rain Glass SX1544 48""","false","","","","",""
"IL-6468","Solyx","Solyx Shimera SX-3160","60","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SHIMERA SX-3160","","","","","SourceSheet=Solyx; SourceRow=101; RawDescription=6468 - Solyx Shimera SX-3160 60""","false","","","","",""
"IL-6469","Solyx","Solyx White Matte Max SXWFWMAX","60","5","5","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE MAX SXWFWMAX","","","","","SourceSheet=Solyx; SourceRow=102; RawDescription=6469 - Solyx White Matte Max SXWFWMAX 60""","false","","","","",""
"IL-6491","Solyx","Solyx White Matte SXWFWM","72","7","7","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE SXWFWM","","","","","SourceSheet=Solyx; SourceRow=103; RawDescription=6491 - Solyx White Matte SXWFWM 72""","false","","","","",""
"IL-6492","Solyx","Solyx White Matte SXWFWM","72","18","18","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE SXWFWM","","","","","SourceSheet=Solyx; SourceRow=104; RawDescription=6492 - Solyx White Matte SXWFWM 72""","false","","","","",""
"IL-6527","Solyx","Solyx Fine Dots Gradient SXJ0561","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FINE DOTS GRADIENT SXJ0561","","","","","SourceSheet=Solyx; SourceRow=105; RawDescription=6527 - Solyx Fine Dots Gradient SXJ0561 60""","false","","","","",""
"IL-6519","Solyx","Solyx Dark Black SXP014","60","9","9","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DARK BLACK SXP014","","","","","SourceSheet=Solyx; SourceRow=106; RawDescription=6519 - Solyx Dark Black SXP014 60""","false","","","","",""
"IL-6539","Solyx","Solyx dusted Etch SXC300","60","33","33","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DUSTED ETCH SXC300","","","","","SourceSheet=Solyx; SourceRow=107; RawDescription=6539 - Solyx dusted Etch SXC300 60""","false","","","","",""
"IL-6541","Solyx","Solyx Whiteout SXWFWO","60","35","35","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITEOUT SXWFWO","","","","","SourceSheet=Solyx; SourceRow=108; RawDescription=6541 - Solyx Whiteout SXWFWO 60""","false","","","","",""
"IL-6555","Solyx","Solyx Whiteout SXWFWO","36","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITEOUT SXWFWO","","","","","SourceSheet=Solyx; SourceRow=109; RawDescription=6555 - Solyx Whiteout SXWFWO 36""","false","","","","",""
"IL-6572","Solyx","Solyx Whiteout SXWFWO","36","15","15","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITEOUT SXWFWO","","","","","SourceSheet=Solyx; SourceRow=110; RawDescription=6572 - Solyx Whiteout SXWFWO 36""","false","","","","",""
"IL-6575","Solyx","Solyx Big City Lights SX1523","48","11","11","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX BIG CITY LIGHTS SX1523","","","","","SourceSheet=Solyx; SourceRow=111; RawDescription=6575 - Solyx Big City Lights SX1523 48""","false","","","","",""
"IL-6580","Solyx","Solyx Whiteout SXWFWO","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITEOUT SXWFWO","","","","","SourceSheet=Solyx; SourceRow=112; RawDescription=6580 - Solyx Whiteout SXWFWO 60""","false","","","","",""
"IL-6596","Solyx","Solyx Alps SXC392","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ALPS SXC392","","","","","SourceSheet=Solyx; SourceRow=113; RawDescription=6596 - Solyx Alps SXC392 60""","false","","","","",""
"IL-6597","Solyx","Solyx Reeded Glass SX1254","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX REEDED GLASS SX1254","","","","","SourceSheet=Solyx; SourceRow=114; RawDescription=6597 - Solyx Reeded Glass SX1254 60""","false","","","","",""
"IL-6606","Solyx","Solyx White Black Opaque SXWFWB","59","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE BLACK OPAQUE SXWFWB","","","","","SourceSheet=Solyx; SourceRow=115; RawDescription=6606 - Solyx White Black Opaque SXWFWB 59""","false","","","","",""
"IL-6607","Solyx","Solyx White Matte SXWFWM","72","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE SXWFWM","","","","","SourceSheet=Solyx; SourceRow=116; RawDescription=6607 - Solyx White Matte SXWFWM 72""","false","","","","",""
"IL-6608","Solyx","Solyx White Matte SXWFWM","72","70","70","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE SXWFWM","","","","","SourceSheet=Solyx; SourceRow=117; RawDescription=6608 - Solyx White Matte SXWFWM 72""","false","","","","",""
"IL-6610","Solyx","Solyx Frosted Sparkle SX324","60","7","7","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FROSTED SPARKLE SX324","","","","","SourceSheet=Solyx; SourceRow=118; RawDescription=6610 - Solyx Frosted Sparkle SX324 60""","false","","","","",""
"IL-6616","Solyx","Solyx Pin Point SXC333","48","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX PIN POINT SXC333","","","","","SourceSheet=Solyx; SourceRow=119; RawDescription=6616 - Solyx Pin Point SXC333 48""","false","","","","",""
"IL-6617","Solyx","Solyx White Matte SXWFWM","60","80","80","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE MATTE SXWFWM","","","","","SourceSheet=Solyx; SourceRow=120; RawDescription=6617 - Solyx White Matte SXWFWM 60""","false","","","","",""
"IL-6635","Solyx","Solyx Geometric SX3150","60","40","40","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX GEOMETRIC SX3150","","","","","SourceSheet=Solyx; SourceRow=121; RawDescription=6635 - Solyx Geometric SX3150 60""","false","","","","",""
"IL-6636","Solyx","Solyx White Dusted Matte SXJ0550","60","15","15","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE DUSTED MATTE SXJ0550","","","","","SourceSheet=Solyx; SourceRow=122; RawDescription=6636 - Solyx White Dusted Matte SXJ0550 60""","false","","","","",""
"IL-6699","Solyx","Solyx Triangle Gradient SXJ0594","71","15","15","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX TRIANGLE GRADIENT SXJ0594","","","","","SourceSheet=Solyx; SourceRow=123; RawDescription=6699 - Solyx Triangle Gradient SXJ0594 71""","false","","","","",""
"IL-6703","Solyx","Solyx Alps SXC392","60","12","12","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ALPS SXC392","","","","","SourceSheet=Solyx; SourceRow=124; RawDescription=6703 - Solyx Alps SXC392 60""","false","","","","",""
"IL-6720","Solyx","Solyx Violet SXO-040","48","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX VIOLET SXO-040","","","","","SourceSheet=Solyx; SourceRow=125; RawDescription=6720 - Solyx Violet SXO-040 48""","false","","","","",""
"IL-6727","Solyx","Solyx Frosted Stripes SXC-1418","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FROSTED STRIPES SXC-1418","","","","","SourceSheet=Solyx; SourceRow=126; RawDescription=6727 - Solyx Frosted Stripes SXC-1418 60""","false","","","","",""
"IL-6750","Solyx","Solyx Sand Blast SXR8785","60","9","9","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SAND BLAST SXR8785","","","","","SourceSheet=Solyx; SourceRow=127; RawDescription=6750 - Solyx Sand Blast SXR8785 60""","false","","","","",""
"IL-6754","Solyx","Solyx Chicago SX9100","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX CHICAGO SX9100","","","","","SourceSheet=Solyx; SourceRow=128; RawDescription=6754 - Solyx Chicago SX9100 60""","false","","","","",""
"IL-6773","Solyx","Solyx Whiteout SXWFWO","72","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITEOUT SXWFWO","","","","","SourceSheet=Solyx; SourceRow=129; RawDescription=6773 - Solyx Whiteout SXWFWO 72""","false","","","","",""
"IL-6774","Solyx","Casper Cloaking PF001-801","48","3","3","100325001-3A","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|CASPER CLOAKING PF001-801","","","","","SourceSheet=Solyx; SourceRow=130; RawDescription=6774 - Casper Cloaking PF001-801 48""","false","","","","",""
"IL-6782","Solyx","Solyx Gold Weave SCG02","59","17","17","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX GOLD WEAVE SCG02","","","","","SourceSheet=Solyx; SourceRow=131; RawDescription=6782 - Solyx Gold Weave SCG02 59""","false","","","","",""
"IL-6785","Solyx","Solyx Reeded Glass 1/2"" SX1254","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX REEDED GLASS 1/2"" SX1254","","","","","SourceSheet=Solyx; SourceRow=132; RawDescription=6785 - Solyx Reeded Glass 1/2"" SX1254 60""","false","","","","",""
"IL-6786","Solyx","Solyx Dark Black SXP014UV","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DARK BLACK SXP014UV","","","","","SourceSheet=Solyx; SourceRow=133; RawDescription=6786 - Solyx Dark Black SXP014UV 60""","false","","","","",""
"IL-6788","Solyx","Solyx Dusted Crystal SX3140","48","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DUSTED CRYSTAL SX3140","","","","","SourceSheet=Solyx; SourceRow=134; RawDescription=6788 - Solyx Dusted Crystal SX3140 48""","false","","","","",""
"IL-6793","Solyx","Casper Cloaking PF001-801","48","13","13","100625004-10A","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|CASPER CLOAKING PF001-801","","","","","SourceSheet=Solyx; SourceRow=135; RawDescription=6793 - Casper Cloaking PF001-801 48""","false","","","","",""
"IL-6797","Solyx","Solyx Blackout SXWFBO","36","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX BLACKOUT SXWFBO","","","","","SourceSheet=Solyx; SourceRow=136; RawDescription=6797 - Solyx Blackout SXWFBO 36""","false","","","","",""
"IL-6800","Solyx","Solyx Blackout SXWFBO","60","5","5","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX BLACKOUT SXWFBO","","","","","SourceSheet=Solyx; SourceRow=137; RawDescription=6800 - Solyx Blackout SXWFBO 60""","false","","","","",""
"IL-6810","Solyx","Solyx Eco Dusted SX3131","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ECO DUSTED SX3131","","","","","SourceSheet=Solyx; SourceRow=138; RawDescription=6810 - Solyx Eco Dusted SX3131 60""","false","","","","",""
"IL-6813","Solyx","SOLYX Ultracool-S1560 Silver 15","60","8","8","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ULTRACOOL-S1560 SILVER 15","","","","","SourceSheet=Solyx; SourceRow=139; RawDescription=6813 - SOLYX Ultracool-S1560 Silver 15 60""","false","","","","",""
"IL-6815","Solyx","SX1255 Reeded Glass","60","50","50","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SX1255 REEDED GLASS","","","","","SourceSheet=Solyx; SourceRow=140; RawDescription=6815 - SX1255 Reeded Glass 60""","false","","","","",""
"IL-6816","Solyx","SX1255 Reeded Glass","60","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SX1255 REEDED GLASS","","","","","SourceSheet=Solyx; SourceRow=141; RawDescription=6816 - SX1255 Reeded Glass 60""","false","","","","",""
"IL-6817","Solyx","SX1255 Reeded Glass","60","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SX1255 REEDED GLASS","","","","","SourceSheet=Solyx; SourceRow=142; RawDescription=6817 - SX1255 Reeded Glass 60""","false","","","","",""
"IL-6818","Solyx","SX1255 Reeded Glass","60","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SX1255 REEDED GLASS","","","","","SourceSheet=Solyx; SourceRow=143; RawDescription=6818 - SX1255 Reeded Glass 60""","false","","","","",""
"IL-6827","Solyx","Solyx Total Light Blockout White","60","95","95","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX TOTAL LIGHT BLOCKOUT WHITE","","","","","SourceSheet=Solyx; SourceRow=144; RawDescription=6827 - Solyx Total Light Blockout White 60""","false","","","","",""
"IL-6828","Solyx","Solyx Total Light Blockout White","60","15","15","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX TOTAL LIGHT BLOCKOUT WHITE","","","","","SourceSheet=Solyx; SourceRow=145; RawDescription=6828 - Solyx Total Light Blockout White 60""","false","","","","",""
"IL-6854","Solyx","SOLYX Frosted Stripes SXC1418","60","70","70","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FROSTED STRIPES SXC1418","","","","","SourceSheet=Solyx; SourceRow=147; RawDescription=6854 - SOLYX Frosted Stripes SXC1418 60""","false","","","","",""
"IL-6859","Solyx","SOLYX White Dry Erase for Glass SX2029","59","14","14","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE DRY ERASE FOR GLASS SX2029","","","","","SourceSheet=Solyx; SourceRow=148; RawDescription=6859 - SOLYX White Dry Erase for Glass SX2029 59""","false","","","","",""
"IL-6860","Solyx","SOLYX MAGNETIC White Dry Erase for Glass SX2097","47","14","14","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX MAGNETIC WHITE DRY ERASE FOR GLASS SX2097","","","","","SourceSheet=Solyx; SourceRow=149; RawDescription=6860 - SOLYX MAGNETIC White Dry Erase for Glass SX2097 47""","false","","","","",""
"IL-6864","Solyx","SOLYX Sateen Etch SD-FS728-E","59","60","60","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SATEEN ETCH SD-FS728-E","","","","","SourceSheet=Solyx; SourceRow=150; RawDescription=6864 - SOLYX Sateen Etch SD-FS728-E 59""","false","","","","",""
"IL-6865","Solyx","SOLYX Gotham SX3148","60","30","30","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX GOTHAM SX3148","","","","","SourceSheet=Solyx; SourceRow=151; RawDescription=6865 - SOLYX Gotham SX3148 60""","false","","","","",""
"IL-6861","Solyx","SOLYX Dual Feather Gradient SXJ-0591","72","13","13","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DUAL FEATHER GRADIENT SXJ-0591","","","","","SourceSheet=Solyx; SourceRow=152; RawDescription=6861 - SOLYX Dual Feather Gradient SXJ-0591 72""","false","","","","",""
"IL-6869","Solyx","SOLYX one way perf SX1940","60","30","30","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ONE WAY PERF SX1940","","","","","SourceSheet=Solyx; SourceRow=153; RawDescription=6869 - SOLYX one way perf SX1940 60""","false","","","","",""
"IL-6878","Solyx","SOLYX Dark Black SXP014UV","60","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DARK BLACK SXP014UV","","","","","SourceSheet=Solyx; SourceRow=155; RawDescription=6878 - SOLYX Dark Black SXP014UV 60""","false","","","","",""
"IL-6879","Solyx","SOLYX Eco Dusted SX3131","60","30","30","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ECO DUSTED SX3131","","","","","SourceSheet=Solyx; SourceRow=156; RawDescription=6879 - SOLYX Eco Dusted SX3131 60""","false","","","","",""
"IL-6903","Solyx","SAFETY SANDBLAST SXR-8785","60","13","13","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SAFETY SANDBLAST SXR-8785","","","","","SourceSheet=Solyx; SourceRow=158; RawDescription=6903 - SAFETY SANDBLAST SXR-8785 60""","false","","","","",""
"IL-1448","Vinyl","Oracal 651 White Glossy","48","17","17","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 651 WHITE GLOSSY","","","","","SourceSheet=Vinyl; SourceRow=2; RawDescription=1448 - Oracal 651 White  Glossy  48""","false","","","","",""
"IL-2278","Vinyl","Safron 818","30","30","30","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|SAFRON 818","","","","","SourceSheet=Vinyl; SourceRow=3; RawDescription=2278 - Safron 818 30""","false","","","","",""
"IL-2279","Vinyl","Papyrus 816","60","30","30","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|PAPYRUS 816","","","","","SourceSheet=Vinyl; SourceRow=4; RawDescription=2279 - Papyrus 816 60""","false","","","","",""
"IL-2361","Vinyl","3M Dark Gray 7725-41","48","20","20","","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|3M DARK GRAY 7725-41","","","","","SourceSheet=Vinyl; SourceRow=5; RawDescription=2361 - 3M Dark Gray 7725-41 48""","false","","","","",""
"IL-2409","Vinyl","Oracal 8500 Middle Gray","7","150","150","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 8500 MIDDLE GRAY","","","","","SourceSheet=Vinyl; SourceRow=6; RawDescription=2409 - Oracal 8500 Middle Gray 07","false","","","","",""
"IL-2410","Vinyl","Oracal 8500 Middle Gray","7","7","7","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 8500 MIDDLE GRAY","","","","","SourceSheet=Vinyl; SourceRow=7; RawDescription=2410 - Oracal 8500 Middle Gray 07","false","","","","",""
"IL-2411","Vinyl","Oracal 8500 Middle Gray","7","150","150","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 8500 MIDDLE GRAY","","","","","SourceSheet=Vinyl; SourceRow=8; RawDescription=2411 - Oracal 8500 Middle Gray 07","false","","","","",""
"IL-2598","Vinyl","Oracal Matte Black","24","17","17","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL MATTE BLACK","","","","","SourceSheet=Vinyl; SourceRow=9; RawDescription=2598 - Oracal Matte Black 24""","false","","","","",""
"IL-2706","Vinyl","074 - Oracal 8500 Middle Gray","48","15","15","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|074 - ORACAL 8500 MIDDLE GRAY","","","","","SourceSheet=Vinyl; SourceRow=10; RawDescription=2706-074 - Oracal 8500 Middle Gray 48""","false","","","","",""
"IL-2734","Vinyl","Oracal Dark Roast","48","72","72","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL DARK ROAST","","","","","SourceSheet=Vinyl; SourceRow=11; RawDescription=2734 - Oracal Dark Roast 48""","false","","","","",""
"IL-2865","Vinyl","Oracal 090 Silver Gray Series","751","65","65","NA","IN_STOCK","2025-02-13","2025-02-13","","","","VINYL|ORACAL 090 SILVER GRAY SERIES","","","","","SourceSheet=Vinyl; SourceRow=12; RawDescription=2865 - Oracal 090 Silver Gray Series 751","false","","","","",""
