"BoxID","Manufacturer","FilmName","WidthIn","InitialFeet","FeetAvailable","LotRun","Status","OrderDate","ReceivedDate","InitialWeightLbs","LastRollWeightLbs","LastWeighedDate","FilmKey","CoreType","CoreWeightLbs","LfWeightLbsPerFt","PurchaseCost","Notes","HasEverBeenCheckedOut","LastCheckoutJob","LastCheckoutDate","ZeroedDate","ZeroedReason","ZeroedBy"
"IL-2692","Avery Dennison","Titan 7 Xtra","60","74","74","NA","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|TITAN 7 XTRA","","","","","SourceSheet=Avery Dennison; SourceRow=4; RawDescription=2692 - Titan 7 Xtra 60""","false","","","","",""
"IL-3107","Avery Dennison","Avery Silver 20 Poly EXT","60","15","15","RU058998","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY SILVER 20 POLY EXT","","","","","SourceSheet=Avery Dennison; SourceRow=5; RawDescription=3107 - Avery Silver 20 Poly EXT 60""","false","","","","",""
"IL-3648","Avery Dennison","AD DR Grey 20-X","60","25","25","","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AD DR GREY 20-X","","","","","SourceSheet=Avery Dennison; SourceRow=6; RawDescription=3648 - AD DR Grey 20-X 60""","false","","","","",""
"IL-3649","Avery Dennison","AD Ex Silver 20","48","54","54","","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AD EX SILVER 20","","","","","SourceSheet=Avery Dennison; SourceRow=7; RawDescription=3649 - AD Ex Silver 20 48""","false","","","","",""
"IL-3739","Avery Dennison","AD R Silver 20X Poly","60","28","28","","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AD R SILVER 20X POLY","","","","","SourceSheet=Avery Dennison; SourceRow=8; RawDescription=3739 - AD R Silver 20X Poly 60""","false","","","","",""
"IL-2938","Avery Dennison","HT ELITE","48","53","53","RU056136","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|HT ELITE","","","","","SourceSheet=Avery Dennison; SourceRow=9; RawDescription=2938- HT ELITE   48""         ","false","","","","",""
"IL-3793","Avery Dennison","AD DR Grey 10X","60","13","13","RU057348","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AD DR GREY 10X","","","","","SourceSheet=Avery Dennison; SourceRow=10; RawDescription=3793 - AD DR Grey 10X 60""","false","","","","",""
"IL-4019","Avery Dennison","AVERY Silver 20 EXTRM (exterior)","48","100","100","for warranty work","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY SILVER 20 EXTRM (EXTERIOR)","","","","","SourceSheet=Avery Dennison; SourceRow=11; RawDescription=4019 - AVERY Silver 20 EXTRM (exterior) 48""","false","","","","",""
"IL-4035","Avery Dennison","AVERY - Silver 20 XRTM Exterior","60","33","33","for warranty work","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY - SILVER 20 XRTM EXTERIOR","","","","","SourceSheet=Avery Dennison; SourceRow=12; RawDescription=4035 - AVERY - Silver 20 XRTM Exterior 60""         ","false","","","","",""
"IL-4036","Avery Dennison","AVERY - Silver 20 XRTM Exterior","60","33","33","for warranty work","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY - SILVER 20 XRTM EXTERIOR","","","","","SourceSheet=Avery Dennison; SourceRow=13; RawDescription=4036 - AVERY - Silver 20 XRTM Exterior 60""","false","","","","",""
"IL-5049","Avery Dennison","Avery Titan 07","60","10","10","","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY TITAN 07","","","","","SourceSheet=Avery Dennison; SourceRow=14; RawDescription=5049 - Avery Titan 07 60""","false","","","","",""
"IL-5056","Avery Dennison","Avery Titan 07","60","9","9","","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY TITAN 07","","","","","SourceSheet=Avery Dennison; SourceRow=15; RawDescription=5056 - Avery Titan 07 60""","false","","","","",""
"IL-5068","Avery Dennison","Avery E-Lite 70","60","10","10","","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY E-LITE 70","","","","","SourceSheet=Avery Dennison; SourceRow=16; RawDescription=5068 - Avery E-Lite 70 60""","false","","","","",""
"IL-5069","Avery Dennison","Avery Titan 07","60","100","100","","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY TITAN 07","","","","","SourceSheet=Avery Dennison; SourceRow=17; RawDescription=5069 - Avery Titan 07 60"" ","false","","","","",""
"IL-5908","Avery Dennison","Avery Natura 30","72","20","20","RC3264759","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY NATURA 30","","","","","SourceSheet=Avery Dennison; SourceRow=19; RawDescription=5908 - Avery Natura 30 72""","false","","","","",""
"IL-5924","Avery Dennison","Avery Natura 30","48","15","15","RC3251102","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY NATURA 30","","","","","SourceSheet=Avery Dennison; SourceRow=20; RawDescription=5924 - Avery Natura 30 48""","false","","","","",""
"IL-6104","Avery Dennison","Avery E-Lite 70","36","40","40","RC4468519","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY E-LITE 70","","","","","SourceSheet=Avery Dennison; SourceRow=21; RawDescription=6104 - Avery E-Lite 70 36""","false","","","","",""
"IL-6331","Avery Dennison","Avery Blue Sandstone","48","10","10","2F904240F203402","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY BLUE SANDSTONE","","","","","SourceSheet=Avery Dennison; SourceRow=22; RawDescription=6331 - Avery Blue Sandstone 48""","false","","","","",""
"IL-6435","Avery Dennison","Avery DR Warm Grey 10X","48","20","20","RC3230401","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY DR WARM GREY 10X","","","","","SourceSheet=Avery Dennison; SourceRow=23; RawDescription=6435 - Avery DR Warm Grey 10X 48""","false","","","","",""
"IL-6612","Avery Dennison","Avery E-Lite 70X","72","25","25","2F3H1240L","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY E-LITE 70X","","","","","SourceSheet=Avery Dennison; SourceRow=24; RawDescription=6612 - Avery E-Lite 70X 72""","false","","","","",""
"IL-6652","Avery Dennison","Avery E-Lite 45","48","11","11","RC3225920","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY E-LITE 45","","","","","SourceSheet=Avery Dennison; SourceRow=25; RawDescription=6652 - Avery E-Lite 45 48""","false","","","","",""
"IL-6672","Avery Dennison","Avery Perlite 70","72","25","25","RC5265231","IN_STOCK","2023-02-13","2023-02-13","","","","AVERY DENNISON|AVERY PERLITE 70","","","","","SourceSheet=Avery Dennison; SourceRow=26; RawDescription=6672 - Avery Perlite 70 72""","false","","","","",""
"IL-1436","Solyx","VERTICAL STRIPES SX-9","200","45","45","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|VERTICAL STRIPES SX-9","","","","","SourceSheet=Solyx; SourceRow=2; RawDescription=1436 - VERTICAL STRIPES SX-9200","false","","","","",""
"IL-1437","Solyx","VERTICAL STRIPES SX-9","200","46","46","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|VERTICAL STRIPES SX-9","","","","","SourceSheet=Solyx; SourceRow=3; RawDescription=1437 - VERTICAL STRIPES SX-9200","false","","","","",""
"IL-1456","Solyx","WHITE RICE PAPER SXG-","1","40","40","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|WHITE RICE PAPER SXG-","","","","","SourceSheet=Solyx; SourceRow=5; RawDescription=1456 - WHITE RICE PAPER SXG-001","false","","","","",""
"IL-1457","Solyx","WHITE RICE PAPER SXG-0","18","23","23","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|WHITE RICE PAPER SXG-0","","","","","SourceSheet=Solyx; SourceRow=6; RawDescription=1457 - WHITE RICE PAPER SXG-0018","false","","","","",""
"IL-1537","Solyx","Regimental Bars 131","36","30","30","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|REGIMENTAL BARS 131","","","","","SourceSheet=Solyx; SourceRow=7; RawDescription=1537 - Regimental Bars 131 36""","false","","","","",""
"IL-1764","Solyx","CLEAR BRUSH SXHE-02","36","43","43","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|CLEAR BRUSH SXHE-02","","","","","SourceSheet=Solyx; SourceRow=8; RawDescription=1764 - CLEAR BRUSH SXHE-02 36""","false","","","","",""
"IL-1780","Solyx","Cracked Ice SX-SC540","14","65","65","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|CRACKED ICE SX-SC540","","","","","SourceSheet=Solyx; SourceRow=9; RawDescription=1780 - Cracked Ice SX-SC540 14""","false","","","","",""
"IL-2132","Solyx","GLOSS BLACK VINYL","48","50","50","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|GLOSS BLACK VINYL","","","","","SourceSheet=Solyx; SourceRow=10; RawDescription=2132- GLOSS BLACK VINYL 48""","false","","","","",""
"IL-2140","Solyx","Traffic Blue 48"" SXO-","57","7","7","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|TRAFFIC BLUE 48"" SXO-","","","","","SourceSheet=Solyx; SourceRow=12; RawDescription=2140 - Traffic Blue 48"" SXO-057","false","","","","",""
"IL-2147","Solyx","SOL CHARCOAL MATTE SXWF-CM","60","25","25","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL CHARCOAL MATTE SXWF-CM","","","","","SourceSheet=Solyx; SourceRow=13; RawDescription=2147 - SOL CHARCOAL MATTE SXWF-CM 60""","false","","","","",""
"IL-2148","Solyx","SOL CHARCOAL MATTE SXWF-CM","60","40","40","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL CHARCOAL MATTE SXWF-CM","","","","","SourceSheet=Solyx; SourceRow=14; RawDescription=2148 - SOL CHARCOAL MATTE SXWF-CM 60""","false","","","","",""
"IL-2152","Solyx","GLOSS BLACK VINYL SXV-9-1003","60","20","20","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|GLOSS BLACK VINYL SXV-9-1003","","","","","SourceSheet=Solyx; SourceRow=15; RawDescription=2152- GLOSS BLACK VINYL SXV-9-1003 60""","false","","","","",""
"IL-2165","Solyx","Beach Grass SXJ-0545","71","32","32","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|BEACH GRASS SXJ-0545","","","","","SourceSheet=Solyx; SourceRow=16; RawDescription=2165 - Beach Grass SXJ-0545 71""","false","","","","",""
"IL-2246","Solyx","SOLYX LINEN SX-C387","60","16","16","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX LINEN SX-C387","","","","","SourceSheet=Solyx; SourceRow=17; RawDescription=2246 - SOLYX LINEN SX-C387 60""","false","","","","",""
"IL-2283","Solyx","BRUSHED METAL SXS-M300","54","20","20","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|BRUSHED METAL SXS-M300","","","","","SourceSheet=Solyx; SourceRow=18; RawDescription=2283 - BRUSHED METAL SXS-M300 54""","false","","","","",""
"IL-2613","Solyx","Organic Strie SX-5015","48","90","90","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|ORGANIC STRIE SX-5015","","","","","SourceSheet=Solyx; SourceRow=19; RawDescription=2613 - Organic Strie SX-5015 48""","false","","","","",""
"IL-2670","Solyx","Acid Etch SOL SX3-","314","18","18","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|ACID ETCH SOL SX3-","","","","","SourceSheet=Solyx; SourceRow=20; RawDescription=2670 - Acid Etch SOL SX3-314 ","false","","","","",""
"IL-2804","Solyx","SX-C384 ETCHED STRIPES","36","14","14","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SX-C384 ETCHED STRIPES","","","","","SourceSheet=Solyx; SourceRow=21; RawDescription=2804 - SX-C384 ETCHED STRIPES 36""","false","","","","",""
"IL-2891","Solyx","SOL SXJ-0500 White Dusted Matt. Dot Gradiant","60","10","10","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL SXJ-0500 WHITE DUSTED MATT. DOT GRADIANT","","","","","SourceSheet=Solyx; SourceRow=23; RawDescription=2891 - SOL SXJ-0500 White Dusted Matt. Dot Gradiant 60""","false","","","","",""
"IL-2897","Solyx","SOL SILVER UltraCool-S3560","60","30","30","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL SILVER ULTRACOOL-S3560","","","","","SourceSheet=Solyx; SourceRow=24; RawDescription=2897 - SOL SILVER UltraCool-S3560 60""","false","","","","",""
"IL-2932","Solyx","3M DUSTED CRYSTAL SX-3140-60100","60","14","14","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|3M DUSTED CRYSTAL SX-3140-60100","","","","","SourceSheet=Solyx; SourceRow=25; RawDescription=2932 - 3M DUSTED CRYSTAL SX-3140-60100 60""","false","","","","",""
"IL-3017","Solyx","SXO-031 (RED)","48","35","35","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SXO-031 (RED)","","","","","SourceSheet=Solyx; SourceRow=26; RawDescription=3017 - SXO-031 (RED) 48""","false","","","","",""
"IL-3053","Solyx","Snow White Light Diffuser SXF-0600","60","18","18","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SNOW WHITE LIGHT DIFFUSER SXF-0600","","","","","SourceSheet=Solyx; SourceRow=27; RawDescription=3053 - Snow White Light Diffuser SXF-0600 60""","false","","","","",""
"IL-3070","Solyx","SXO-047 ORANGE/RED","48","35","35","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SXO-047 ORANGE/RED","","","","","SourceSheet=Solyx; SourceRow=28; RawDescription=3070 - SXO-047 ORANGE/RED 48""","false","","","","",""
"IL-3153","Solyx","SOLYX SX-C373 Acid Etch Stripes","48","12","12","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SX-C373 ACID ETCH STRIPES","","","","","SourceSheet=Solyx; SourceRow=29; RawDescription=3153 - SOLYX SX-C373 Acid Etch Stripes 48""","false","","","","",""
"IL-3181","Solyx","SOLYX SXJ-0547 FEATHER GRADIENT","71","18","18","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SXJ-0547 FEATHER GRADIENT","","","","","SourceSheet=Solyx; SourceRow=30; RawDescription=3181 - SOLYX SXJ-0547 FEATHER GRADIENT 71""","false","","","","",""
"IL-3257","Solyx","SOL SXF-5050 TOTAL LIGHT BLOCK OUT","60","15","15","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL SXF-5050 TOTAL LIGHT BLOCK OUT","","","","","SourceSheet=Solyx; SourceRow=31; RawDescription=3257 - SOL  SXF-5050 TOTAL LIGHT BLOCK OUT 60""","false","","","","",""
"IL-3265","Solyx","SOL BLACK BLOCK OUT GLOSSY","72","20","20","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL BLACK BLOCK OUT GLOSSY","","","","","SourceSheet=Solyx; SourceRow=32; RawDescription=3265 - SOL BLACK BLOCK OUT GLOSSY 72""","false","","","","",""
"IL-3294","Solyx","SOL SGC6523 - COVENTRY","58","10","10","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL SGC6523 - COVENTRY","","","","","SourceSheet=Solyx; SourceRow=33; RawDescription=3294 - SOL SGC6523 - COVENTRY 58""","false","","","","",""
"IL-3307","Solyx","Solyx Bird Safety Film Dot (SX-BSFD)","72","25","25","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX BIRD SAFETY FILM DOT (SX-BSFD)","","","","","SourceSheet=Solyx; SourceRow=34; RawDescription=3307 - Solyx Bird Safety Film Dot (SX-BSFD) 72""","false","","","","",""
"IL-3351","Solyx","SOL DUSTED WATERS (SX-3147)","24","10","10","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL DUSTED WATERS (SX-3147)","","","","","SourceSheet=Solyx; SourceRow=35; RawDescription=3351 - SOL DUSTED WATERS (SX-3147) 24""","false","","","","",""
"IL-3359","Solyx","SOL WHITE DUSTED MATT DOT GRADIENT (SXJ-0500)","60","10","10","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL WHITE DUSTED MATT DOT GRADIENT (SXJ-0500)","","","","","SourceSheet=Solyx; SourceRow=36; RawDescription=3359 - SOL WHITE DUSTED MATT DOT GRADIENT (SXJ-0500) 60""","false","","","","",""
"IL-3398","Solyx","SOL SXC-131 FROSTED SHORT STRIPE MINI BLIND-VERTICAL","60","11","11","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL SXC-131 FROSTED SHORT STRIPE MINI BLIND-VERTICAL","","","","","SourceSheet=Solyx; SourceRow=37; RawDescription=3398 - SOL SXC-131 FROSTED SHORT STRIPE MINI BLIND-VERTICAL 60""","false","","","","",""
"IL-3400","Solyx","SOLYX SX-1303 Grey Frost","60","40","40","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SX-1303 GREY FROST","","","","","SourceSheet=Solyx; SourceRow=38; RawDescription=3400- SOLYX SX-1303 Grey Frost 60""","false","","","","",""
"IL-3457","Solyx","Dual Motion Gradient SXJ-0585","60","10","10","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|DUAL MOTION GRADIENT SXJ-0585","","","","","SourceSheet=Solyx; SourceRow=39; RawDescription=3457- Dual Motion Gradient  SXJ-0585 60""","false","","","","",""
"IL-3464","Solyx","SOL SX-1259 WAVY GLASS FILM","60","5","5","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL SX-1259 WAVY GLASS FILM","","","","","SourceSheet=Solyx; SourceRow=40; RawDescription=3464 - SOL SX-1259 WAVY GLASS FILM 60""","false","","","","",""
"IL-3465","Solyx","SOL SX-1305 BRONZE FROST","60","9","9","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL SX-1305 BRONZE FROST","","","","","SourceSheet=Solyx; SourceRow=41; RawDescription=3465 - SOL SX-1305 BRONZE FROST 60""","false","","","","",""
"IL-3498","Solyx","SOL Steel Blue SXO-096","60","13","13","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOL STEEL BLUE SXO-096","","","","","SourceSheet=Solyx; SourceRow=42; RawDescription=3498-  SOL Steel Blue SXO-096 60""","false","","","","",""
"IL-3642","Solyx","SX-SC 684-48 Pyramid","48","6","6","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SX-SC 684-48 PYRAMID","","","","","SourceSheet=Solyx; SourceRow=44; RawDescription=3642 - SX-SC 684-48 Pyramid 48""","false","","","","",""
"IL-3726","Solyx","Dove Stained Glass SXEG-1025","36","8","8","NA","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|DOVE STAINED GLASS SXEG-1025","","","","","SourceSheet=Solyx; SourceRow=45; RawDescription=3726 - Dove Stained Glass SXEG-1025 36""","false","","","","",""
"IL-3732","Solyx","Solyx SXP-039 Raspberry Red","60","7","7","SXP-039","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SXP-039 RASPBERRY RED","","","","","SourceSheet=Solyx; SourceRow=46; RawDescription=3732 - Solyx SXP-039 Raspberry Red 60""","false","","","","",""
"IL-3740","Solyx","Solyx Cool Grey SX4500","60","57","57","SX-4500-69","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX COOL GREY SX4500","","","","","SourceSheet=Solyx; SourceRow=47; RawDescription=3740 - Solyx Cool Grey SX4500 60""","false","","","","",""
"IL-3765","Solyx","SOLYX SIMGLAS FROSTED STRIE SGV-6613","48","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SIMGLAS FROSTED STRIE SGV-6613","","","","","SourceSheet=Solyx; SourceRow=48; RawDescription=3765 - SOLYX SIMGLAS FROSTED STRIE SGV-6613  48""","false","","","","",""
"IL-3808","Solyx","Solyx White Sand Matte SX1409","48","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE SAND MATTE SX1409","","","","","SourceSheet=Solyx; SourceRow=49; RawDescription=3808 - Solyx White Sand Matte SX1409 48""","false","","","","",""
"IL-3827","Solyx","Solyx Black Out SXWF-BO","60","5","5","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX BLACK OUT SXWF-BO","","","","","SourceSheet=Solyx; SourceRow=50; RawDescription=3827 - Solyx Black Out SXWF-BO 60""","false","","","","",""
"IL-3965","Solyx","Solyx Grey Frost SX-1303","60","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX GREY FROST SX-1303","","","","","SourceSheet=Solyx; SourceRow=51; RawDescription=3965 - Solyx Grey Frost SX-1303 60""","false","","","","",""
"IL-4002","Solyx","Solyx White Dusted Matte SXJ-0550","60","8","8","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX WHITE DUSTED MATTE SXJ-0550","","","","","SourceSheet=Solyx; SourceRow=52; RawDescription=4002 - Solyx White Dusted Matte SXJ-0550 60""","false","","","","",""
"IL-4024","Solyx","Solyx Clear Sand Blast SX-1002","48","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX CLEAR SAND BLAST SX-1002","","","","","SourceSheet=Solyx; SourceRow=53; RawDescription=4024- Solyx Clear Sand Blast SX-1002  48""","false","","","","",""
"IL-4026","Solyx","Solyx Clear Sand Blast SX-1002","60","70","70","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX CLEAR SAND BLAST SX-1002","","","","","SourceSheet=Solyx; SourceRow=54; RawDescription=4026- Solyx Clear Sand Blast SX-1002 60""","false","","","","",""
"IL-1364","Solyx","Solyx Silver Etch Stripe SX-2","2","35","35","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SILVER ETCH STRIPE SX-2","","","","","SourceSheet=Solyx; SourceRow=56; RawDescription=1364 - Solyx Silver Etch Stripe SX-2002","false","","","","",""
"IL-5328","Solyx","Solyx Thatch Frost SX1580","48","25","25","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX THATCH FROST SX1580","","","","","SourceSheet=Solyx; SourceRow=57; RawDescription=5328 - Solyx Thatch Frost SX1580 48""","false","","","","",""
"IL-5329","Solyx","Solyx Thatch Frost SX1580","48","100","100","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX THATCH FROST SX1580","","","","","SourceSheet=Solyx; SourceRow=58; RawDescription=5329 - Solyx Thatch Frost SX1580 48""","false","","","","",""
"IL-5354","Solyx","Solyx Fine Crystal Frost SX1309","60","15","15","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FINE CRYSTAL FROST SX1309","","","","","SourceSheet=Solyx; SourceRow=59; RawDescription=5354 - Solyx Fine Crystal Frost SX1309 60""","false","","","","",""
"IL-5356","Solyx","Solyx Etched Leise Stripes SXC374","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ETCHED LEISE STRIPES SXC374","","","","","SourceSheet=Solyx; SourceRow=60; RawDescription=5356 - Solyx Etched Leise Stripes SXC374 60""","false","","","","",""
"IL-5387","Solyx","Solyx Light Etch SXGF0197","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX LIGHT ETCH SXGF0197","","","","","SourceSheet=Solyx; SourceRow=61; RawDescription=5387 - Solyx Light Etch SXGF0197 60""","false","","","","",""
"IL-5390","Solyx","Solyx Dusted Crystal SX3140","60","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DUSTED CRYSTAL SX3140","","","","","SourceSheet=Solyx; SourceRow=62; RawDescription=5390 - Solyx Dusted Crystal SX3140 60""","false","","","","",""
"IL-5391","Solyx","Solyx Transparent White Leaf SX-3142","59","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX TRANSPARENT WHITE LEAF SX-3142","","","","","SourceSheet=Solyx; SourceRow=63; RawDescription=5391 - Solyx Transparent White Leaf SX-3142 59""","false","","","","",""
"IL-5736","Solyx","Solyx Sand Blast Dark Gray SXB-73","48","20","20","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SAND BLAST DARK GRAY SXB-73","","","","","SourceSheet=Solyx; SourceRow=64; RawDescription=5736 - Solyx Sand Blast Dark Gray SXB-73 48""","false","","","","",""
"IL-5758","Solyx","Solyx Antique Slvr. Mirr. Opaque First Surfc. SX6040","59","14","14","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ANTIQUE SLVR. MIRR. OPAQUE FIRST SURFC. SX6040","","","","","SourceSheet=Solyx; SourceRow=65; RawDescription=5758 - Solyx Antique Slvr. Mirr. Opaque First Surfc. SX6040 59""","false","","","","",""
"IL-5759","Solyx","Solyx Frosted Summer SX1545","48","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX FROSTED SUMMER SX1545","","","","","SourceSheet=Solyx; SourceRow=66; RawDescription=5759 - Solyx Frosted Summer SX1545 48""","false","","","","",""
"IL-5760","Solyx","Solyx One Way Slv./Gry SXSG09","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX ONE WAY SLV./GRY SXSG09","","","","","SourceSheet=Solyx; SourceRow=67; RawDescription=5760 - Solyx One Way Slv./Gry SXSG09 60""","false","","","","",""
"IL-5764","Solyx","Solyx Dual Cloud Gradient SXJ0579","60","40","40","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DUAL CLOUD GRADIENT SXJ0579","","","","","SourceSheet=Solyx; SourceRow=68; RawDescription=5764 - Solyx Dual Cloud Gradient SXJ0579 60""","false","","","","",""
"IL-5875","Solyx","Solar Graphics Amber 2400","60","40","40","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLAR GRAPHICS AMBER 2400","","","","","SourceSheet=Solyx; SourceRow=69; RawDescription=5875 - Solar Graphics Amber 2400 60""","false","","","","",""
"IL-5877","Solyx","Solyx Simglass Glazed Leaf SGD6006","58","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX SIMGLASS GLAZED LEAF SGD6006","","","","","SourceSheet=Solyx; SourceRow=70; RawDescription=5877 - Solyx Simglass Glazed Leaf SGD6006 58""","false","","","","",""
"IL-5898","Solyx","Solyx Transparent White Matte SXWFTWM","60","8","8","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX TRANSPARENT WHITE MATTE SXWFTWM","","","","","SourceSheet=Solyx; SourceRow=71; RawDescription=5898 - Solyx Transparent White Matte SXWFTWM 60""","false","","","","",""
"IL-5972","Solyx","Solyx Matte Linen SX5031","60","6","6","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX MATTE LINEN SX5031","","","","","SourceSheet=Solyx; SourceRow=72; RawDescription=5972 - Solyx Matte Linen SX5031 60""","false","","","","",""
"IL-5899","Solyx","Solyx Blackout SXWFBO","46","5","5","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX BLACKOUT SXWFBO","","","","","SourceSheet=Solyx; SourceRow=73; RawDescription=5899 - Solyx Blackout SXWFBO 46""","false","","","","",""
"IL-6038","Solyx","Solyx Dusted crystal SX3140","60","10","10","","IN_STOCK","2023-07-31","2023-07-31","","","","SOLYX|SOLYX DUSTED CRYSTAL SX3140","","","","","SourceSheet=Solyx; SourceRow=74; RawDescription=6038 - Solyx Dusted crystal SX3140 60""","false","","","","",""
